IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
92.223.123.43,4,4,0.00,343.07,0.00
79.133.108.25,4,4,0.00,343.20,0.00
5.188.121.151,4,4,0.00,343.30,0.00
197.148.108.106,4,4,0.00,343.32,0.00
92.223.123.32,4,4,0.00,343.63,0.00
5.188.121.194,4,4,0.00,343.88,0.00
5.188.121.147,4,4,0.00,344.10,0.00
79.133.108.24,4,4,0.00,344.13,0.00
79.133.108.7,4,4,0.00,344.54,0.00
93.123.38.4,4,4,0.00,345.02,0.00
82.97.205.4,4,4,0.00,345.38,0.00
5.101.217.4,4,4,0.00,345.81,0.00
185.249.133.4,4,4,0.00,347.03,0.00
79.133.108.17,4,4,0.00,347.40,0.00
92.223.123.62,4,4,0.00,347.42,0.00
185.249.133.4,4,4,0.00,347.47,0.00
92.223.123.15,4,4,0.00,347.53,0.00
92.223.123.51,4,4,0.00,347.60,0.00
79.133.108.7,4,4,0.00,348.68,0.00
79.133.108.6,4,4,0.00,349.02,0.00
79.133.108.25,4,4,0.00,349.27,0.00
87.120.164.5,4,4,0.00,349.43,0.00
79.133.108.8,4,4,0.00,349.68,0.00
5.188.121.163,4,4,0.00,349.75,0.00
79.133.108.26,4,4,0.00,350.02,0.00
87.120.164.5,4,4,0.00,350.12,0.00
79.133.108.9,4,4,0.00,350.24,0.00
92.223.12.13,4,4,0.00,351.07,0.00
87.120.164.7,4,4,0.00,351.38,0.00
92.223.12.5,4,4,0.00,351.42,0.00
41.210.189.22,4,4,0.00,351.59,0.00
92.223.12.26,4,4,0.00,351.86,0.00
87.120.164.4,4,4,0.00,352.14,0.00
87.120.164.6,4,4,0.00,352.28,0.00
92.223.12.24,4,4,0.00,352.48,0.00
92.223.12.4,4,4,0.00,352.64,0.00
92.223.12.26,4,4,0.00,352.66,0.00
92.223.12.12,4,4,0.00,352.69,0.00
87.120.164.61,4,4,0.00,352.78,0.00
79.133.108.8,4,4,0.00,352.78,0.00
79.133.108.4,4,4,0.00,352.97,0.00
92.223.12.25,4,4,0.00,353.01,0.00
79.133.108.9,4,4,0.00,353.06,0.00
79.133.108.6,4,4,0.00,353.27,0.00
41.210.189.22,4,4,0.00,353.32,0.00
92.223.12.12,4,4,0.00,353.34,0.00
92.223.12.18,4,4,0.00,353.38,0.00
79.133.108.10,4,4,0.00,353.63,0.00
92.223.12.30,4,4,0.00,353.66,0.00
79.133.108.13,4,4,0.00,353.90,0.00
92.223.12.27,4,4,0.00,354.10,0.00
92.223.12.18,4,4,0.00,354.15,0.00
79.133.108.14,4,4,0.00,354.32,0.00
92.223.12.19,4,4,0.00,354.49,0.00
87.120.164.7,4,4,0.00,354.59,0.00
92.223.12.22,4,4,0.00,354.66,0.00
92.223.12.22,4,4,0.00,354.75,0.00
5.101.219.14,4,4,0.00,354.87,0.00
92.223.12.7,4,4,0.00,354.87,0.00
92.223.123.49,4,4,0.00,355.07,0.00
92.223.12.6,4,4,0.00,355.07,0.00
87.120.164.4,4,4,0.00,355.28,0.00
79.133.108.13,4,4,0.00,355.48,0.00
92.223.12.9,4,4,0.00,355.64,0.00
79.133.108.15,4,4,0.00,355.68,0.00
79.133.108.17,4,4,0.00,355.88,0.00
79.133.108.5,4,4,0.00,355.93,0.00
92.223.12.15,4,4,0.00,355.93,0.00
92.223.12.8,4,4,0.00,356.36,0.00
79.133.108.15,4,4,0.00,356.56,0.00
79.133.108.4,4,4,0.00,356.60,0.00
92.223.12.11,4,4,0.00,356.87,0.00
92.223.12.20,4,4,0.00,356.88,0.00
92.223.12.17,4,4,0.00,356.88,0.00
92.223.12.20,4,4,0.00,356.89,0.00
193.36.180.4,4,4,0.00,356.95,0.00
79.133.108.10,4,4,0.00,357.25,0.00
193.36.180.7,4,4,0.00,357.26,0.00
79.133.108.23,4,4,0.00,357.38,0.00
87.120.164.6,4,4,0.00,357.39,0.00
193.36.180.5,4,4,0.00,357.49,0.00
87.120.164.62,4,4,0.00,357.71,0.00
79.133.108.14,4,4,0.00,357.79,0.00
79.133.108.5,4,4,0.00,357.83,0.00
79.133.108.26,4,4,0.00,357.95,0.00
79.133.108.16,4,4,0.00,357.99,0.00
92.223.12.8,4,4,0.00,358.02,0.00
92.223.12.27,4,4,0.00,358.02,0.00
92.223.12.6,4,4,0.00,358.19,0.00
92.223.12.10,4,4,0.00,358.19,0.00
92.223.12.23,4,4,0.00,358.41,0.00
79.133.108.24,4,4,0.00,358.44,0.00
92.223.12.16,4,4,0.00,358.48,0.00
92.223.12.9,4,4,0.00,358.58,0.00
92.223.12.14,4,4,0.00,358.78,0.00
92.223.12.24,4,4,0.00,358.78,0.00
92.223.12.19,4,4,0.00,358.85,0.00
92.223.12.7,4,4,0.00,359.09,0.00
92.223.12.15,4,4,0.00,359.52,0.00
193.36.180.6,4,4,0.00,359.63,0.00
92.223.12.11,4,4,0.00,359.69,0.00
92.223.12.13,4,4,0.00,360.01,0.00
92.223.12.23,4,4,0.00,360.21,0.00
92.223.12.17,4,4,0.00,360.25,0.00
193.36.180.5,4,4,0.00,360.76,0.00
92.223.12.5,4,4,0.00,360.92,0.00
193.36.180.7,4,4,0.00,360.95,0.00
92.223.12.14,4,4,0.00,360.99,0.00
92.223.123.10,4,4,0.00,361.03,0.00
92.223.12.16,4,4,0.00,362.59,0.00
92.223.123.59,4,4,0.00,363.43,0.00
193.36.180.4,4,4,0.00,363.63,0.00
92.223.12.4,4,4,0.00,364.87,0.00
95.85.92.4,4,4,0.00,365.19,0.00
79.133.108.62,4,4,0.00,365.32,0.00
95.85.92.5,4,4,0.00,366.91,0.00
95.85.92.8,4,4,0.00,367.24,0.00
80.93.210.4,4,4,0.00,367.45,0.00
78.111.101.62,4,4,0.00,367.88,0.00
78.111.101.4,4,4,0.00,368.10,0.00
78.111.101.4,4,4,0.00,368.44,0.00
193.36.180.6,4,4,0.00,368.50,0.00
95.85.92.7,4,4,0.00,369.35,0.00
5.101.217.4,4,4,0.00,370.23,0.00
78.111.101.61,4,4,0.00,370.57,0.00
95.85.92.8,4,4,0.00,371.15,0.00
5.1.106.249,4,4,0.00,371.39,0.00
95.85.92.5,4,4,0.00,373.29,0.00
95.85.92.4,4,4,0.00,374.79,0.00
95.85.92.6,4,4,0.00,375.09,0.00
92.223.12.25,4,4,0.00,376.09,0.00
95.85.92.62,4,4,0.00,377.68,0.00
79.133.108.16,4,4,0.00,377.81,0.00
212.188.76.67,4,4,0.00,377.97,0.00
5.188.133.8,4,4,0.00,379.36,0.00
5.188.121.151,4,4,0.00,379.68,0.00
95.85.92.7,4,4,0.00,382.76,0.00
92.223.123.50,4,4,0.00,385.33,0.00
186.16.19.94,4,4,0.00,387.08,0.00
95.85.92.6,4,4,0.00,388.33,0.00
5.188.133.10,4,4,0.00,388.66,0.00
5.188.133.9,4,4,0.00,389.17,0.00
92.223.12.10,4,4,0.00,389.27,0.00
92.38.142.30,4,4,0.00,390.13,0.00
5.188.133.10,4,4,0.00,391.78,0.00
80.93.210.4,4,4,0.00,392.39,0.00
92.38.142.21,4,4,0.00,392.42,0.00
186.16.19.94,4,4,0.00,393.02,0.00
109.230.114.2,4,4,0.00,393.16,0.00
5.188.133.11,4,4,0.00,394.65,0.00
94.43.206.202,4,4,0.00,397.41,0.00
94.43.206.202,4,4,0.00,398.11,0.00
109.230.114.2,4,4,0.00,398.47,0.00
5.188.133.11,4,4,0.00,400.37,0.00
185.133.224.68,4,4,0.00,401.85,0.00
185.133.224.67,4,4,0.00,406.25,0.00
185.133.224.94,4,4,0.00,406.54,0.00
185.133.224.69,4,4,0.00,407.45,0.00
185.133.224.69,4,4,0.00,407.61,0.00
185.133.224.67,4,4,0.00,408.47,0.00
185.133.224.68,4,4,0.00,408.92,0.00
185.133.224.93,4,4,0.00,409.95,0.00
80.15.251.11,4,4,0.00,412.26,0.00
185.133.224.66,4,4,0.00,412.76,0.00
195.34.58.19,4,4,0.00,413.85,0.00
195.34.58.17,4,4,0.00,415.70,0.00
80.15.251.9,4,4,0.00,416.12,0.00
80.15.251.9,4,4,0.00,419.66,0.00
185.133.224.66,4,4,0.00,420.95,0.00
80.15.251.11,4,4,0.00,424.70,0.00
109.68.233.242,4,4,0.00,425.00,0.00
109.68.233.242,4,4,0.00,431.07,0.00
80.15.252.9,4,3,0.25,258.83,0.00
80.15.252.33,4,3,0.25,260.53,0.00
80.15.252.25,4,3,0.25,261.00,0.00
80.15.252.17,4,3,0.25,289.56,0.00
195.216.237.222,4,3,0.25,319.93,0.00
195.216.237.221,4,3,0.25,321.50,0.00
37.236.95.2,4,3,0.25,331.84,0.00
197.148.108.106,4,2,0.50,353.32,0.00
